Rank,Name,Platform,Genre,Year,Publisher
403,English Training: Have Fun Improving Your Skills!,DS,Misc,2006.0,Nintendo
404,James Bond 007: Nightfire,PS2,Shooter,2002.0,Electronic Arts
405,Ratchet & Clank,PS2,Platform,2002.0,Sony Computer Entertainment
406,Mario Party 9,Wii,Misc,2012.0,Nintendo
407,Star Wars Episode III: Revenge of the Sith,PS2,Action,2005.0,LucasArts
408,Max Payne,PS2,Shooter,2001.0,Take-Two Interactive
409,The Lord of the Rings: The Return of the King,PS2,Action,2003.0,Electronic Arts
410,Assassin's Creed Syndicate,PS4,Action,2015.0,Ubisoft
411,Destiny,XOne,Shooter,2014.0,Activision
412,True Crime: Streets of LA,PS2,Action,2003.0,Activision
413,Wii Music,Wii,Misc,2008.0,Nintendo
414,Gran Turismo (PSP),PSP,Racing,2009.0,Sony Computer Entertainment
415,Monster Hunter X,3DS,Action,2015.0,Capcom
416,Tekken,PS,Fighting,1995.0,Sony Computer Entertainment
417,FIFA 16,XOne,Sports,2015.0,Electronic Arts
418,L.A. Noire,PS3,Adventure,2011.0,Take-Two Interactive
419,Madden NFL 16,PS4,Sports,2015.0,Electronic Arts
420,Yokai Watch 2 Ganso/Honke,3DS,Role-Playing,2014.0,Nintendo
421,007: Tomorrow Never Dies,PS,Shooter,1999.0,Electronic Arts
422,Baseball,NES,Sports,1983.0,Nintendo
423,Killer Instinct,SNES,Fighting,1995.0,Nintendo
424,WWF SmackDown! 2: Know Your Role,PS,Fighting,2000.0,THQ
425,Crisis Core: Final Fantasy VII,PSP,Role-Playing,2007.0,Square Enix
426,God of War: Chains of Olympus,PSP,Action,2008.0,Sony Computer Entertainment
427,Dragon Quest VI: Maboroshi no Daichi,SNES,Role-Playing,1995.0,Enix Corporation
428,Dance Central,X360,Misc,2010.0,MTV Games
429,Enter the Matrix,PS2,Action,2003.0,Atari
430,Super Mario Maker,WiiU,Platform,2015.0,Nintendo
431,Fallout: New Vegas,PS3,Role-Playing,2010.0,Bethesda Softworks
433,Rhythm Heaven,DS,Misc,2008.0,Nintendo
434,Ace Combat 04: Shattered Skies,PS2,Simulation,2001.0,Sony Computer Entertainment Europe
435,Club Penguin: Elite Penguin Force,DS,Adventure,2008.0,Disney Interactive Studios
436,Animal Crossing,GC,Simulation,2001.0,Nintendo
437,LEGO Batman: The Videogame,DS,Action,2008.0,Warner Bros. Interactive Entertainment
438,Sonic Rush,DS,Platform,2005.0,Sega
439,Resident Evil 6,PS3,Shooter,2012.0,Capcom
440,Halo: The Master Chief Collection,XOne,Shooter,2014.0,Microsoft Game Studios
441,FIFA Soccer 08,PS2,Sports,2007.0,Electronic Arts
442,Spider-Man,PS,Action,2000.0,Activision
443,Need for Speed III: Hot Pursuit,PS,Racing,1998.0,Electronic Arts
444,Star Wars Episode I Racer,N64,Racing,1999.0,Nintendo
445,Personal Trainer: Cooking,DS,Misc,2006.0,Nintendo
446,The Elder Scrolls IV: Oblivion,PS3,Role-Playing,2007.0,Ubisoft
447,Dragon Warrior IV,NES,Role-Playing,1990.0,Enix Corporation
448,Heavy Rain,PS3,Adventure,2010.0,Sony Computer Entertainment
449,Mass Effect 2,X360,Role-Playing,2010.0,Electronic Arts
450,FIFA 15,X360,Sports,2014.0,Electronic Arts
451,Dragon Ball Z: Budokai,PS2,Fighting,2002.0,Atari
452,Madden NFL 2002,PS2,Sports,2001.0,Electronic Arts
453,World Class Track Meet,NES,Sports,1986.0,Namco Bandai Games
454,Borderlands 2,X360,Shooter,2012.0,Take-Two Interactive
455,The Legend of Zelda: A Link Between Worlds,3DS,Action,2013.0,Nintendo
456,Donkey Kong,GB,Platform,1994.0,Nintendo
457,The Sims: Vacation,PC,Simulation,2002.0,Electronic Arts
458,Mass Effect 3,X360,Role-Playing,2012.0,Electronic Arts
459,Kung Fu Panda,X360,Action,2008.0,Activision
460,Far Cry 3,X360,Shooter,2012.0,Ubisoft
461,Epic Mickey,Wii,Platform,2010.0,Disney Interactive Studios
462,Saints Row 2,X360,Action,2008.0,THQ
463,Rayman,PS,Platform,1995.0,Ubisoft
464,Killzone 2,PS3,Shooter,2009.0,Sony Computer Entertainment
465,Tom Clancy's Splinter Cell,XB,Action,2002.0,Ubisoft
466,Mike Tyson's Punch-Out!!,NES,Fighting,1987.0,Nintendo
467,WWE SmackDown! Shut Your Mouth,PS2,Sports,2002.0,THQ
468,Gears of War: Ultimate Edition,XOne,Shooter,2015.0,Microsoft Game Studios
469,NBA 2K13,X360,Sports,2012.0,Take-Two Interactive
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Fighting,2007.0,Atari
472,Middle-Earth: Shadow of Mordor,PS4,Action,2014.0,Warner Bros. Interactive Entertainment
473,Star Fox,SNES,Shooter,1993.0,Nintendo
474,The Sims: Livin Large,PC,Misc,2000.0,Electronic Arts
475,World Soccer Winning Eleven 6 International,PS2,Sports,2002.0,Konami Digital Entertainment
476,Devil May Cry,PS2,Action,2001.0,Capcom
477,Animal Crossing: Happy Home Designer,3DS,Simulation,2015.0,Nintendo
478,Battlefield: Bad Company 2,PS3,Shooter,2010.0,Electronic Arts
479,The Sims 4,PC,Simulation,2014.0,Electronic Arts
480,Star Wars: The Old Republic,PC,Role-Playing,2011.0,Electronic Arts
481,Sonic Heroes,PS2,Platform,2003.0,Sega
482,Kirby Super Star Ultra,DS,Platform,2008.0,Nintendo
483,Hitman 2: Silent Assassin,PS2,Action,2002.0,Eidos Interactive
484,Street Fighter IV,X360,Fighting,2009.0,Capcom
485,Wave Race 64,N64,Racing,1996.0,Nintendo
486,SOCOM II: U.S. Navy SEALs,PS2,Shooter,2003.0,Sony Computer Entertainment
487,WWE SmackDown! vs. RAW 2006,PS2,Fighting,2005.0,THQ
488,inFAMOUS,PS3,Action,2009.0,Sony Computer Entertainment
489,Pac-Man Collection,GBA,Puzzle,2001.0,Atari
490,Mass Effect,X360,Role-Playing,2007.0,Microsoft Game Studios
491,WarioWare: Smooth Moves,Wii,Puzzle,2006.0,Nintendo
492,Cooking Mama: Cook Off,Wii,Simulation,2007.0,505 Games
493,Super Mario World 2: Yoshi's Island,GBA,Platform,2002.0,Nintendo
494,FIFA 14,PS4,Sports,2013.0,Electronic Arts
495,Titanfall,XOne,Shooter,2014.0,Electronic Arts
496,Sonic Mega Collection Plus,PS2,Misc,2004.0,Sega
497,Sega Superstars Tennis,X360,Sports,2008.0,Sega
498,World Soccer Winning Eleven 7 International,PS2,Sports,2003.0,Konami Digital Entertainment
499,Need for Speed: Most Wanted,PS3,Racing,2012.0,Electronic Arts
500,Hot Shots Golf 3,PS2,Sports,2001.0,Sony Computer Entertainment
501,Call of Duty: Finest Hour,PS2,Shooter,2004.0,Activision
502,Zumba Fitness 2,Wii,Sports,2011.0,Majesco Entertainment
503,Syphon Filter,PS,Shooter,1999.0,Sony Computer Entertainment
504,Imagine: Babyz,DS,Simulation,2007.0,Ubisoft
505,Colin McRae Rally,PS,Racing,1998.0,Codemasters
506,Call of Duty: Ghosts,XOne,Shooter,2013.0,Activision
507,Madden NFL 13,X360,Sports,2012.0,Electronic Arts
508,The Elder Scrolls III: Morrowind,XB,Role-Playing,2002.0,Ubisoft
509,Mortal Kombat,PS3,Fighting,2011.0,Warner Bros. Interactive Entertainment
510,F-Zero,SNES,Racing,1990.0,Nintendo
511,Yoshi's Story,N64,Platform,1997.0,Nintendo
512,Command & Conquer: Red Alert,PC,Strategy,1996.0,Virgin Interactive
513,Skylanders: Spyro's Adventure,Wii,Action,2011.0,Activision
514,FIFA 16,PS3,Sports,2015.0,Electronic Arts
515,Assassin's Creed: Brotherhood,PS3,Action,2010.0,Ubisoft
516,BioShock,X360,Shooter,2007.0,Take-Two Interactive
517,Madden NFL 10,X360,Sports,2009.0,Electronic Arts
518,Medal of Honor,PS3,Shooter,2010.0,Electronic Arts
519,WWE SmackDown! vs. Raw,PS2,Fighting,2002.0,THQ
520,Metroid Prime,GC,Shooter,2002.0,Nintendo
521,Finding Nemo,GBA,Action,2003.0,THQ
522,Myst,PC,Adventure,1994.0,Red Orb
523,Need for Speed: Hot Pursuit,PS3,Racing,2010.0,Electronic Arts
524,Imagine: Fashion Designer,DS,Simulation,2007.0,Ubisoft
525,WWE SmackDown! Here Comes the Pain,PS2,Fighting,2003.0,THQ
526,Star Wars: The Force Unleashed,X360,Action,2008.0,LucasArts
527,Yoshi's Island DS,DS,Platform,2006.0,Nintendo
528,Hot Shots Golf,PS,Sports,1997.0,Sony Computer Entertainment
529,Killzone 3,PS3,Shooter,2011.0,Sony Computer Entertainment
530,A Bug's Life,PS,Platform,1998.0,Sony Computer Entertainment
531,WWF SmackDown! Just Bring It,PS2,Fighting,2001.0,THQ
532,Dragon Quest V: Tenkuu no Hanayome,SNES,Role-Playing,1992.0,Enix Corporation
533,Mortal Kombat Trilogy,PS,Fighting,1996.0,GT Interactive
534,Battlefield 3,PC,Shooter,2011.0,Electronic Arts
535,NBA Street,PS2,Sports,2001.0,Electronic Arts
536,Professor Layton and the Last Specter,DS,Puzzle,2009.0,Nintendo
537,Monster Hunter Tri,3DS,Role-Playing,2011.0,Nintendo
538,Jak II,PS2,Platform,2003.0,Sony Computer Entertainment
539,inFAMOUS: Second Son,PS4,Action,2014.0,Sony Computer Entertainment
540,Ratchet & Clank: Going Commando,PS2,Platform,2003.0,Sony Computer Entertainment
541,Tekken 6,PS3,Fighting,2009.0,Namco Bandai Games
542,The Sims,PS2,Simulation,2003.0,Electronic Arts
543,Sonic and the Secret Rings,Wii,Platform,2007.0,Sega
544,Saints Row: The Third,X360,Action,2011.0,THQ
545,Missile Command,2600,Shooter,1980.0,Atari
546,Mario Paint,SNES,Misc,1992.0,Nintendo
547,Assassin's Creed IV: Black Flag,PS4,Action,2013.0,Ubisoft
548,Pokémon Stadium 2,N64,Strategy,2000.0,Nintendo
549,Metroid,NES,Action,1986.0,Nintendo
550,L.A. Noire,X360,Adventure,2011.0,Take-Two Interactive
551,Call of Duty 3,X360,Shooter,2006.0,Activision
552,The Legend of Zelda: A Link to the Past,GBA,Action,2002.0,Nintendo
553,Onimusha: Warlords,PS2,Action,2001.0,Virgin Interactive
554,Mortal Kombat X,PS4,Fighting,2015.0,Warner Bros. Interactive Entertainment
555,Mario Party,N64,Misc,1998.0,Nintendo
556,Madden NFL 12,X360,Sports,2011.0,Electronic Arts
557,LEGO Star Wars II: The Original Trilogy,PS2,Action,2006.0,LucasArts
558,Madden NFL 11,X360,Sports,2010.0,Electronic Arts
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,2010.0,Nintendo
560,Skate 3,X360,Sports,2010.0,Electronic Arts
561,Burnout 3: Takedown,PS2,Racing,2004.0,Electronic Arts
562,Yokai Watch 2 Shinuchi,3DS,Role-Playing,2014.0,Level 5
563,Need for Speed: Shift,PS3,Racing,2009.0,Electronic Arts
564,Final Fantasy XIII-2,PS3,Role-Playing,2011.0,Square Enix
565,Mortal Kombat,GEN,Fighting,1992.0,Arena Entertainment
566,Call Of Duty 2: Big Red One,PS2,Shooter,2005.0,Activision
567,Guitar Hero: World Tour,X360,Misc,2008.0,Activision
568,Medal of Honor,PS,Shooter,1998.0,Electronic Arts
569,Fable,XB,Role-Playing,2004.0,Microsoft Game Studios
570,Hannah Montana,DS,Action,2006.0,Disney Interactive Studios
571,Tom Clancy's Splinter Cell,PS2,Action,2003.0,Ubisoft
572,Skylanders Giants,Wii,Action,2012.0,Activision
573,Medal of Honor Heroes,PSP,Shooter,2006.0,Electronic Arts
574,Super Mario Bros.: The Lost Levels,NES,Platform,1986.0,Nintendo
575,Star Wars: Shadows of the Empire,N64,Action,1996.0,Nintendo
576,LEGO Star Wars: The Complete Saga,X360,Action,2007.0,LucasArts
577,Midnight Club: Street Racing,PS2,Racing,2000.0,Take-Two Interactive
578,Pac-Man: Adventures in Time,PSP,Fighting,2006.0,Sony Computer Entertainment
579,Halo Wars,X360,Strategy,2009.0,Microsoft Game Studios
580,God of War Collection,PS3,Action,2009.0,Sony Computer Entertainment
581,ESPN NFL 2K5,PS2,Sports,2004.0,Sega
582,Mario Strikers Charged,Wii,Sports,2007.0,Nintendo
583,Medal of Honor,X360,Shooter,2010.0,Electronic Arts
584,FIFA Soccer 10,X360,Sports,2009.0,Electronic Arts
585,NBA 2K12,X360,Sports,2011.0,Take-Two Interactive
586,Style Savvy,DS,Simulation,2008.0,Nintendo
587,Harry Potter and the Chamber of Secrets,PS2,Action,2002.0,Electronic Arts
588,Super Mario All-Stars: Limited Edition,Wii,Platform,2010.0,Nintendo
589,Streets of Rage,GEN,Action,1990.0,Sega
590,FIFA Soccer 09,PS3,Sports,2008.0,Electronic Arts
591,Ratchet & Clank Future: Tools of Destruction,PS3,Platform,2007.0,Sony Computer Entertainment
592,NBA Live 2005,PS2,Sports,2004.0,Electronic Arts
593,LittleBigPlanet,PSP,Platform,2009.0,Sony Computer Entertainment
594,Killzone: Shadow Fall,PS4,Shooter,2013.0,Sony Computer Entertainment
595,Ghostbusters: The Video Game (DS Version),X360,Action,2009.0,Take-Two Interactive
596,Monster Hunter Freedom 2,PSP,Role-Playing,2007.0,Capcom
597,WWE SmackDown vs. RAW 2007,PS2,Fighting,2006.0,THQ
598,Ratchet & Clank: Up Your Arsenal,PS2,Platform,2004.0,Sony Computer Entertainment
599,Art Academy,DS,Misc,2010.0,Nintendo
600,Dragon Age: Origins,X360,Role-Playing,2009.0,Electronic Arts
601,Madden NFL 08,PS2,Sports,2007.0,Electronic Arts
602,Sonic Adventure 2 Battle,GC,Platform,2001.0,Sega
603,Dragon Warrior II,NES,Role-Playing,1987.0,Enix Corporation
604,Madden NFL 13,PS3,Sports,2012.0,Electronic Arts
605,Pokémon Colosseum,GC,Role-Playing,2003.0,Nintendo
606,Deca Sports,Wii,Sports,2008.0,Konami Digital Entertainment
607,Madden NFL 09,X360,Sports,2008.0,Electronic Arts
609,Crazy Taxi,PS2,Racing,2001.0,Acclaim Entertainment
610,Perfect Dark,N64,Action,2000.0,Nintendo
611,Game Party,Wii,Misc,2007.0,Midway Games
612,Dragon Warrior,NES,Role-Playing,1986.0,Capcom
613,Tomb Raider (2013),PS3,Action,2013.0,Square Enix
614,Marvel: Ultimate Alliance,X360,Role-Playing,2006.0,Activision
615,PES 2009: Pro Evolution Soccer,PS2,Sports,2008.0,Konami Digital Entertainment
616,Mario Party 2,N64,Misc,1999.0,Nintendo
617,Saints Row: The Third,PS3,Action,2011.0,THQ
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,2003.0,Take-Two Interactive
619,LEGO Harry Potter: Years 1-4,Wii,Action,2010.0,Warner Bros. Interactive Entertainment
620,Mortal Kombat: Deadly Alliance,PS2,Fighting,2002.0,Midway Games
621,Resistance 2,PS3,Shooter,2008.0,Sony Computer Entertainment
622,Pure,X360,Racing,2008.0,Disney Interactive Studios
623,Tomb Raider: The Last Revelation,PS,Action,1998.0,Eidos Interactive
624,NBA 2K13,PS3,Sports,2012.0,Take-Two Interactive
626,NBA 2K14,X360,Sports,2013.0,Take-Two Interactive
627,Mario Party 4,GC,Misc,2002.0,Nintendo
628,uDraw Studio,Wii,Misc,2010.0,THQ
629,Midnight Club: Los Angeles,PS3,Racing,2008.0,Take-Two Interactive
630,Final Fantasy V,SNES,Role-Playing,1992.0,SquareSoft
631,Final Fantasy Tactics,PS,Role-Playing,1997.0,SquareSoft
632,Twisted Metal 2,PS,Racing,1996.0,Sony Computer Entertainment
633,Halo: Combat Evolved Anniversary,X360,Shooter,2011.0,Microsoft Game Studios
634,Need for Speed Carbon: Own the City,PSP,Racing,2006.0,Electronic Arts
635,The Sims: Bustin' Out,PS2,Simulation,2003.0,Electronic Arts
636,Riven: The Sequel to Myst,PC,Adventure,1997.0,Red Orb
637,Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,2008.0,Ubisoft
638,Sonic Adventure,DC,Platform,1998.0,Sega
639,Ice Hockey,NES,Sports,1988.0,Nintendo
640,pro evolution soccer 2011,PS3,Sports,2010.0,Konami Digital Entertainment
641,Dragon Ball Z: Budokai 2,PS2,Fighting,2003.0,Atari
642,ATV Offroad Fury,PS2,Racing,2001.0,Sony Computer Entertainment
643,Dino Crisis,PS,Action,1998.0,Capcom
644,Minecraft,XOne,Misc,2014.0,Microsoft Game Studios
645,Need for Speed: ProStreet,PS2,Racing,2007.0,Electronic Arts
646,Madden NFL 16,XOne,Sports,2015.0,Electronic Arts
647,Tetris Plus,PS,Puzzle,1996.0,JVC
648,Pro Wrestling,NES,Fighting,1987.0,Nintendo
649,Theme Hospital,PC,Strategy,1997.0,Electronic Arts
651,Need for Speed (2015),PS4,Racing,2015.0,Electronic Arts
652,Zumba Fitness,X360,Sports,2010.0,505 Games
655,Monopoly,PC,Misc,1994.0,Hasbro Interactive
656,Batman: Arkham Origins,PS3,Action,2013.0,Warner Bros. Interactive Entertainment
657,Dead Island,X360,Action,2011.0,Deep Silver
658,Guitar Hero,PS2,Misc,2005.0,RedOctane
659,LEGO Star Wars: The Complete Saga,PS3,Action,2007.0,LucasArts
660,Kinect: Disneyland Adventures,X360,Misc,2011.0,Microsoft Game Studios
661,WCW/nWo Revenge,N64,Fighting,1998.0,THQ
662,Bloodborne,PS4,Action,2015.0,Sony Computer Entertainment
663,NBA 2K15,PS4,Sports,2014.0,Take-Two Interactive
664,Madden NFL 11,PS3,Sports,2010.0,Electronic Arts
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,Misc,2001.0,Konami Digital Entertainment
666,Madden NFL 08,X360,Sports,2007.0,Electronic Arts
667,Half-Life 2,PC,Shooter,2004.0,Vivendi Games
668,The Incredibles,PS2,Action,2004.0,THQ
669,Tony Hawk's Underground 2,PS2,Sports,2004.0,Activision
670,Madden NFL 10,PS3,Sports,2009.0,Electronic Arts
671,Kinect Sports: Season Two,X360,Sports,2011.0,Microsoft Game Studios
672,Kirby's Dream Land 2,GB,Platform,1995.0,Nintendo
673,LEGO Harry Potter: Years 1-4,DS,Action,2010.0,Warner Bros. Interactive Entertainment
674,Donkey Kong Land II,GB,Platform,1996.0,Nintendo
675,Dragon Warrior Monsters,GB,Role-Playing,1998.0,Eidos Interactive
676,Midnight Club: Los Angeles,X360,Racing,2008.0,Take-Two Interactive
677,Skylanders SWAP Force,Wii,Platform,2013.0,Activision
678,WWE SmackDown vs Raw 2008,PS2,Fighting,2007.0,THQ
679,My Fitness Coach,Wii,Sports,2008.0,Ubisoft
680,Resident Evil - Code: Veronica X,PS2,Action,2001.0,Capcom
681,The Sims 3,X360,Simulation,2010.0,Electronic Arts
682,The Legend of Zelda: Majora's Mask 3D,3DS,Action,2015.0,Nintendo
683,NBA 2K16,XOne,Sports,2015.0,Take-Two Interactive
684,Just Dance Kids,Wii,Misc,2010.0,Ubisoft
685,Mario Tennis,N64,Sports,2000.0,Nintendo
686,Grand Theft Auto,PS,Action,1997.0,Take-Two Interactive
687,James Bond 007: Everything or Nothing,PS2,Shooter,2004.0,Electronic Arts
688,WarioWare Touched!,DS,Puzzle,2004.0,Nintendo
689,Need For Speed: High Stakes,PS,Racing,1999.0,Electronic Arts
690,Chrono Trigger,SNES,Role-Playing,1995.0,SquareSoft
691,Cool Boarders 3,PS,Sports,1998.0,989 Studios
692,LEGO Marvel Super Heroes,X360,Action,2013.0,Warner Bros. Interactive Entertainment
693,Guild Wars 2,PC,Action,2012.0,NCSoft
694,Pokemon Ranger: Shadows of Almia,DS,Role-Playing,2008.0,Nintendo
695,Dead Island,PS3,Action,2011.0,Deep Silver
696,Tomb Raider II,PC,Action,1997.0,Eidos Interactive
697,God of War: Ascension,PS3,Action,2013.0,Sony Computer Entertainment
698,Need for Speed Underground 2,XB,Racing,2004.0,Electronic Arts
699,Pro Evolution Soccer 2010,PS3,Sports,2009.0,Konami Digital Entertainment
700,Just Dance 2015,Wii,Misc,2014.0,Ubisoft
701,Yokai Watch Busters,3DS,Action,2015.0,Level 5
702,Mario Bros.,NES,Platform,1983.0,Nintendo
703,FIFA Soccer 09,PS2,Sports,2008.0,Electronic Arts
704,Star Wars: The Force Unleashed,PS3,Action,2008.0,LucasArts
705,Borderlands 2,PS3,Shooter,2012.0,Take-Two Interactive
706,TOCA Touring Car Championship,PS,Racing,1997.0,Codemasters
707,Paper Mario: Sticker Star,3DS,Role-Playing,2012.0,Nintendo
708,Sonic's Ultimate Genesis Collection,PS3,Misc,2009.0,Sega
709,Super Monkey Ball: Banana Blitz,Wii,Misc,2006.0,Sega
710,Kirby: Nightmare in Dream Land,GBA,Platform,2002.0,Nintendo
711,Wario Land 4,GBA,Platform,2001.0,Nintendo
712,Guitar Hero III: Legends of Rock,PS3,Misc,2007.0,Activision
714,Resident Evil 4,Wii,Action,2007.0,Capcom
715,Minecraft,PSV,Misc,2014.0,Sony Computer Entertainment Europe
716,Onimusha 2: Samurai's Destiny,PS2,Adventure,2002.0,Capcom
717,Cool Boarders 2,PS,Sports,1997.0,UEP Systems
718,Paper Mario: The Thousand-Year Door,GC,Role-Playing,2004.0,Nintendo
719,Madden NFL 12,PS3,Sports,2011.0,Electronic Arts
720,Monster Hunter Tri,Wii,Role-Playing,2009.0,Nintendo
721,Dissidia: Final Fantasy,PSP,Fighting,2008.0,Square Enix
722,Sonic Advance,GBA,Platform,2001.0,Sega
723,Spyro: Season of Ice,GBA,Platform,2001.0,Vivendi Games
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,1990.0,Konami Digital Entertainment
725,LEGO Indiana Jones: The Original Adventures,DS,Action,2008.0,Activision
726,Dance Dance Revolution X2,PS2,Simulation,2009.0,Konami Digital Entertainment
727,New Super Luigi U,WiiU,Platform,2013.0,Nintendo
728,Prince of Persia: The Sands of Time,PS2,Action,2003.0,Ubisoft
729,Scribblenauts,DS,Puzzle,2009.0,Warner Bros. Interactive Entertainment
730,The Legend of Zelda: Link's Awakening DX,GB,Adventure,1998.0,Nintendo
731,Need for Speed: Hot Pursuit,X360,Racing,2010.0,Electronic Arts
732,BioShock 2,X360,Shooter,2010.0,Take-Two Interactive
733,Assassin's Creed IV: Black Flag,XOne,Action,2013.0,Ubisoft
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,2006.0,Capcom
735,Rock Band 2,X360,Misc,2008.0,Electronic Arts
736,Frogger,2600,Action,1981.0,Parker Bros.
737,Guitar Hero II,X360,Misc,2007.0,Activision
738,Wario Land 3,GB,Platform,2000.0,Nintendo
739,Pro Yakyuu Family Stadium,NES,Sports,1986.0,Namco Bandai Games
740,Sonic Unleashed,Wii,Platform,2008.0,Sega
741,High School Musical: Makin' the Cut!,DS,Puzzle,2007.0,Disney Interactive Studios
742,Pro Evolution Soccer 2012,PS3,Action,2011.0,Konami Digital Entertainment
743,Saints Row,X360,Action,2006.0,THQ
744,Star Wars: Knights of the Old Republic,XB,Role-Playing,2003.0,Activision
745,Kirby's Pinball Land,GB,Misc,1992.0,Nintendo
746,Donkey Kong Country,GB,Platform,2000.0,Nintendo
747,Hitman: Absolution,PS3,Action,2012.0,Square Enix
748,Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing,2000.0,Konami Digital Entertainment
749,ATV Offroad Fury 2,PS2,Racing,2002.0,THQ
750,Forza Motorsport 5,XOne,Racing,2013.0,Microsoft Game Studios
751,Madden NFL 25,X360,Sports,2013.0,Electronic Arts
752,Pokemon Ranger,DS,Role-Playing,2006.0,Nintendo
753,Mario & Luigi: Superstar Saga,GBA,Role-Playing,2003.0,Nintendo
754,Final Fantasy XIII,X360,Role-Playing,2010.0,Square Enix
